name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date,us_local_price,big_mac_ex,over_under_value
Ukraine,UKR,UAH,62.0,28.14,3688.95,95330.29,2021-01-01,4.89,12.678936605316974,-0.5494336671884515
Uruguay,URY,UYU,204.0,42.495,17636.7,621717.31,2021-01-01,4.89,41.717791411042946,-0.018289412612237956
United States,USA,USD,4.89,1.0,65077.3,65077.3,2021-01-01,4.89,1.0,0.0
Vietnam,VNM,VND,66000.0,23064.0,3439.1,79880604.94,2021-01-01,4.89,13496.932515337425,-0.41480521525592157
South Africa,ZAF,ZAR,33.5,15.5225,6622.63,95707.48,2021-01-01,4.89,6.850715746421268,-0.5586589952377988
United Arab Emirates,ARE,AED,14.75,3.67315,43981.61,161522.45,2021-07-01,4.93,2.9918864097363085,-0.18547121415234652
Argentina,ARG,ARS,380.0,96.33375,10054.02,485155.34,2021-07-01,4.93,77.079107505071,-0.19987431709996759
Australia,AUS,AUD,6.55,1.366586949,54289.07,78066.12,2021-07-01,4.93,1.3286004056795133,-0.027796653076691043
Austria,AUT,EUR,3.92,0.850159405,50195.32,44833.34,2021-07-01,4.93,0.795131845841785,-0.06472616645135508
Azerbaijan,AZE,AZN,3.95,1.699,4826.35,8204.8,2021-07-01,4.93,0.8012170385395538,-0.528418458776013
Belgium,BEL,EUR,4.45,0.850159405,46783.01,41785.54,2021-07-01,4.93,0.9026369168356999,0.06172667328864042
Bahrain,BHR,BHD,1.5,0.377,26051.3,9795.29,2021-07-01,4.93,0.30425963488843816,-0.1929452655479094
Brazil,BRA,BRL,22.9,5.24865,9364.24,36937.0,2021-07-01,4.93,4.645030425963489,-0.11500472960409075
Canada,CAN,CAD,6.77,1.2741,46449.96,61629.5,2021-07-01,4.93,1.3732251521298173,0.0778001350991424
Switzerland,CHE,CHF,6.5,0.92275,84474.47,83943.05,2021-07-01,4.93,1.3184584178498986,0.42883599875361544
Chile,CHL,CLP,2990.0,759.285,14567.99,10244937.25,2021-07-01,4.93,606.4908722109534,-0.20123422402529562
China,CHN,CNY,22.4,6.4797,10170.06,70259.02,2021-07-01,4.93,4.543610547667343,-0.2987930694835652
Colombia,COL,COP,12950.0,3842.11,6540.14,21460744.0,2021-07-01,4.93,2626.774847870183,-0.31631971810536846
Costa Rica,CRI,CRC,2370.0,617.74,12691.13,7454064.39,2021-07-01,4.93,480.7302231237323,-0.221791978625745
Czech Republic,CZE,CZK,89.0,21.80065,23616.01,541568.27,2021-07-01,4.93,18.052738336713997,-0.17191742738340388
Germany,DEU,EUR,4.45,0.850159405,46810.28,41809.9,2021-07-01,4.93,0.9026369168356999,0.06172667328864042
Denmark,DNK,DKK,30.0,6.3239,59678.6,398023.21,2021-07-01,4.93,6.085192697768763,-0.037746849607241915
Egypt,EGY,EGP,42.5,15.67,3240.51,57043.83,2021-07-01,4.93,8.620689655172415,-0.44986026450718475
Spain,ESP,EUR,4.4,0.850159405,29603.3,26441.01,2021-07-01,4.93,0.8924949290060853,0.04979716010562197
Estonia,EST,EUR,3.2,0.850159405,23584.26,21064.94,2021-07-01,4.93,0.6490872210953348,-0.23651115628682035
Euro area,EUZ,EUR,4.29,0.850159405,39625.7774041436,35392.8595743925,2021-07-01,4.93,0.8701825557809332,0.023552231102981443
Finland,FIN,EUR,4.89,0.850159405,48667.72,43468.92,2021-07-01,4.93,0.9918864097363083,0.1667063892992024
France,FRA,EUR,4.3,0.850159405,41924.84,37446.33,2021-07-01,4.93,0.8722109533468559,0.025938133739584947
Britain,GBR,GBP,3.49,0.734672887,42797.26,33509.71,2021-07-01,4.93,0.7079107505070995,-0.03642728208220986
Greece,GRC,EUR,3.3,0.850159405,19140.99,17096.3,2021-07-01,4.93,0.6693711967545639,-0.21265212992078358
Guatemala,GTM,GTQ,26.0,7.7448,4388.5,33783.97,2021-07-01,4.93,5.273833671399594,-0.3190484361894956
Hong Kong,HKG,HKD,21.0,7.7729,48277.98,378302.24,2021-07-01,4.93,4.259634888438134,-0.45198897600147514
Honduras,HND,HNL,87.0,23.744,2568.06,62937.11,2021-07-01,4.93,17.647058823529413,-0.25677818297130167
Croatia,HRV,HRK,24.0,6.39805,15089.37,13477.49,2021-07-01,4.93,4.8681541582150105,-0.2391190818741631
Hungary,HUN,HUF,908.0,305.64505,16782.01,4878152.77,2021-07-01,4.93,184.17849898580124,-0.39741049630674136
Indonesia,IDN,IDR,34000.0,14517.5,4194.09,59317914.26,2021-07-01,4.93,6896.551724137931,-0.5249490804795639
India,IND,INR,190.0,74.615,2050.16,145350.41,2021-07-01,4.93,38.5395537525355,-0.4834878542848556
Ireland,IRL,EUR,4.5,0.850159405,80613.71,72002.37,2021-07-01,4.93,0.9127789046653144,0.07365618647165874
Israel,ISR,ILS,17.0,3.29205,43723.26,155852.74,2021-07-01,4.93,3.4482758620689657,0.047455494925340014
Italy,ITA,EUR,4.3,0.850159405,33628.16,30035.92,2021-07-01,4.93,0.8722109533468559,0.025938133739584947
Jordan,JOR,JOD,2.13,0.709,4411.72,3127.9,2021-07-01,4.93,0.43204868154158216,-0.39062245198648493
Japan,JPN,JPY,390.0,109.935,40547.97,4420120.31,2021-07-01,4.93,79.10750507099392,-0.2804156540592721
South Korea,KOR,KRW,4600.0,1150.35,31902.42,37177718.88,2021-07-01,4.93,933.0628803245437,-0.18888783385531033
Kuwait,KWT,KWD,1.25,0.3008,28513.12,8656.99,2021-07-01,4.93,0.2535496957403651,-0.15708212852272238
Lebanon,LBN,LBP,37000.0,22000.0,7421.49,11697696.04,2021-07-01,4.93,7505.070993914807,-0.6588604093675088
Sri Lanka,LKA,LKR,700.0,199.5,4082.69,729760.86,2021-07-01,4.93,141.98782961460446,-0.288281555816519
Lithuania,LTU,EUR,2.9,0.850159405,19600.56,17506.79,2021-07-01,4.93,0.5882352941176471,-0.308088235384931
Latvia,LVA,EUR,2.85,0.850159405,17889.75,15978.73,2021-07-01,4.93,0.5780933062880325,-0.32001774856794946
Moldova,MDA,MDL,52.0,17.98,4376.65,76911.52,2021-07-01,4.93,10.547667342799189,-0.41336666614020084
Mexico,MEX,MXN,64.0,20.13525,10311.55,198637.96,2021-07-01,4.93,12.981744421906695,-0.3552727469533929
Malaysia,MYS,MYR,9.99,4.2245,11228.29,46512.87,2021-07-01,4.93,2.026369168356998,-0.520329229883537
Nicaragua,NIC,NIO,128.0,35.2063,1940.12,64187.31,2021-07-01,4.93,25.96348884381339,-0.262532874973701
Netherlands,NLD,EUR,4.22,0.850159405,52672.5,47045.91,2021-07-01,4.93,0.8559837728194726,0.0068509126467554615
Norway,NOR,NOK,57.0,9.0444,76303.68,671472.41,2021-07-01,4.93,11.56186612576065,0.27834528832876154
New Zealand,NZL,NZD,6.9,1.448750453,42287.72,64141.93,2021-07-01,4.93,1.3995943204868155,-0.03393002046100786
Oman,OMN,OMR,1.15,0.38505,19069.31,7332.15,2021-07-01,4.93,0.23326572008113589,-0.39419368892056644
Pakistan,PAK,PKR,580.0,161.1,1500.68,204713.26,2021-07-01,4.93,117.64705882352942,-0.26972651257896074
Peru,PER,PEN,12.9,3.9511,7008.54,23387.21,2021-07-01,4.93,2.616632860040568,-0.3377457264962749
Philippines,PHL,PHP,142.0,50.35,3512.2,181916.9,2021-07-01,4.93,28.803245436105477,-0.42793951467516433
Poland,POL,PLN,13.43,3.90685,15694.59,60266.59,2021-07-01,4.93,2.7241379310344827,-0.30272779066652605
Portugal,PRT,EUR,3.45,0.850159405,23333.32,20840.8,2021-07-01,4.93,0.6997971602434078,-0.17686359037172825
Qatar,QAT,QAR,13.0,3.641,63007.7,229348.01,2021-07-01,4.93,2.636916835699797,-0.2757712618237305
Romania,ROU,RON,10.6,4.1877,12928.15,54793.94,2021-07-01,4.93,2.1501014198782964,-0.48656746665752176
Russia,RUS,RUB,135.0,74.53,11555.27,746910.03,2021-07-01,4.93,27.383367139959432,-0.6325859769225891
Saudi Arabia,SAU,SAR,14.0,3.7507,27892.86,104598.23,2021-07-01,4.93,2.8397565922920895,-0.24287290577969728
Singapore,SGP,SGD,5.9,1.36825,66070.47,90130.58,2021-07-01,4.93,1.1967545638945234,-0.12533925533014914
Slovakia,SVK,EUR,3.7,0.850159405,19396.97,17324.94,2021-07-01,4.93,0.7505070993914809,-0.11721602445663601
Slovenia,SVN,EUR,2.6,0.850159405,26138.9,23346.68,2021-07-01,4.93,0.5273833671399595,-0.3796653144830416
Sweden,SWE,SEK,54.0,8.7165,51694.5,488944.61,2021-07-01,4.93,10.953346855983774,0.25662213686500024
Thailand,THA,THB,128.0,32.81,7812.89,242571.39,2021-07-01,4.93,25.96348884381339,-0.20867147687249654
Turkey,TUR,TRY,19.99,8.55725,9145.82,51924.84,2021-07-01,4.93,4.0547667342799185,-0.526160070784432
Taiwan,TWN,TWD,72.0,28.0475,25903.17,801107.28,2021-07-01,4.93,14.60446247464503,-0.479295392650146
Ukraine,UKR,UAH,65.0,27.22,3688.95,95330.29,2021-07-01,4.93,13.184584178498987,-0.5156287957935713
Uruguay,URY,UYU,225.0,44.0,17636.7,621717.31,2021-07-01,4.93,45.63894523326572,0.0372487553014937
United States,USA,USD,4.93,1.0,65077.3,65077.3,2021-07-01,4.93,1.0,0.0
Venezuela,VEN,VES,16020000.0,3613989.071,2624.41,36.149,2021-07-01,4.93,3249492.9006085196,-0.10085702065795772
Vietnam,VNM,VND,69000.0,23028.5,3439.1,79880604.94,2021-07-01,4.93,13995.943204868156,-0.392233831779397
South Africa,ZAF,ZAR,33.5,14.6625,6622.63,95707.48,2021-07-01,4.93,6.7951318458417855,-0.5365638979818049
United Arab Emirates,ARE,AED,17.0,3.67305,37648.96,138265.82,2022-01-01,5.04,3.373015873015873,-0.08168528252654522
Argentina,ARG,ARS,450.0,105.0165,8571.94,605476.78,2022-01-01,5.04,89.28571428571429,-0.14979346782920497
Australia,AUS,AUD,6.4,1.419345682,53094.49,76901.46,2022-01-01,5.04,1.26984126984127,-0.10533333355977342
Austria,AUT,EUR,3.8,0.89206066,48857.08,42808.95,2022-01-01,5.04,0.753968253968254,-0.15480158718325948
Azerbaijan,AZE,AZN,4.5,1.699,4240.84,7209.44,2022-01-01,5.04,0.8928571428571429,-0.47448078701757335
Belgium,BEL,EUR,4.55,0.89206066,45545.23,39907.09,2022-01-01,5.04,0.9027777777777778,0.012013889030570905
Bahrain,BHR,BHD,1.5,0.377,23516.92,8842.36,2022-01-01,5.04,0.2976190476190476,-0.2105595553871416
Brazil,BRA,BRL,22.9,5.31,7344.53,37862.76,2022-01-01,5.04,4.5436507936507935,-0.14432188443487876
Canada,CAN,CAD,6.77,1.2718,43383.71,58184.18,2022-01-01,5.04,1.3432539682539681,0.05618333720236523
Switzerland,CHE,CHF,6.5,0.93105,86109.53,80853.84,2022-01-01,5.04,1.2896825396825398,0.38519149313413853
Chile,CHL,CLP,3100.0,798.6,13067.74,10351818.58,2022-01-01,5.04,615.0793650793651,-0.22980294881121333
China,CHN,CNY,24.4,6.36535,10525.0,72630.4,2022-01-01,5.04,4.841269841269841,-0.23943383454643646
Colombia,COL,COP,12950.0,3941.995,5363.07,19807285.83,2022-01-01,5.04,2569.4444444444443,-0.3481867824681552
Costa Rica,CRI,CRC,2650.0,642.585,12163.93,7116292.86,2022-01-01,5.04,525.7936507936508,-0.18175237393706542
Czech Republic,CZE,CZK,89.0,21.6802,22984.46,533475.05,2022-01-01,5.04,17.658730158730158,-0.18549044018366256
Germany,DEU,EUR,4.46,0.89206066,46711.98,40929.4,2022-01-01,5.04,0.8849206349206349,-0.008003968115088793
Denmark,DNK,DKK,32.0,6.6373,60926.88,398592.9,2022-01-01,5.04,6.349206349206349,-0.04340524773532173
Egypt,EGY,EGP,42.5,15.71,3802.44,61159.05,2022-01-01,5.04,8.432539682539682,-0.4632374485970922
Spain,ESP,EUR,4.58,0.89206066,26968.37,23629.9,2022-01-01,5.04,0.9087301587301587,0.018686508079124094
Estonia,EST,EUR,3.4,0.89206066,23546.32,20631.47,2022-01-01,5.04,0.6746031746031745,-0.24376984116396908
Euro area,EUZ,EUR,4.42,0.89206066,38556.6545248287,33783.6271303608,2022-01-01,5.04,0.876984126984127,-0.016900793513159713
Finland,FIN,EUR,4.95,0.89206066,49168.16,43081.52,2022-01-01,5.04,0.9821428571428572,0.10098214301128049
France,FRA,EUR,4.35,0.89206066,40529.09,35511.91,2022-01-01,5.04,0.863095238095238,-0.03247023795978395
Britain,GBR,GBP,3.59,0.745350874,40347.36,31448.46,2022-01-01,5.04,0.7123015873015872,-0.044340575494398335
Greece,GRC,EUR,3.4,0.89206066,17611.95,15431.73,2022-01-01,5.04,0.6746031746031745,-0.24376984116396908
Guatemala,GTM,GTQ,26.0,7.6898,4337.78,33495.42,2022-01-01,5.04,5.158730158730159,-0.32914638108531313
Hong Kong,HKG,HKD,22.0,7.79755,46446.06,360293.67,2022-01-01,5.04,4.365079365079365,-0.4401986053209836
Honduras,HND,HNL,89.0,24.61415,2380.03,58915.11,2022-01-01,5.04,17.658730158730158,-0.28257810410962153
Croatia,HRV,HRK,23.67,6.715,14231.06,12469.37,2022-01-01,5.04,4.696428571428572,-0.3006063184767577
Hungary,HUN,HUF,982.0,317.51115,16093.63,4956783.06,2022-01-01,5.04,194.84126984126985,-0.386348259450826
Indonesia,IDN,IDR,34000.0,14382.0,3932.33,57154438.66,2022-01-01,5.04,6746.031746031746,-0.530939247251304
India,IND,INR,190.0,74.6225,1913.22,142008.83,2022-01-01,5.04,37.698412698412696,-0.494811716326675
Ireland,IRL,EUR,4.6,0.89206066,85786.69,75166.96,2022-01-01,5.04,0.9126984126984127,0.023134920778159557
Israel,ISR,ILS,17.0,3.17775,44320.72,152569.92,2022-01-01,5.04,3.373015873015873,0.06144783982876971
Italy,ITA,EUR,4.8,0.89206066,31784.81,27850.09,2022-01-01,5.04,0.9523809523809523,0.06761904776851428
Jordan,JOR,JOD,2.12,0.709,4277.26,3032.57,2022-01-01,5.04,0.42063492063492064,-0.40672084536682557
Japan,JPN,JPY,390.0,115.225,40132.96,4285180.43,2022-01-01,5.04,77.38095238095238,-0.3284360826126936
South Korea,KOR,KRW,4600.0,1205.5,31728.31,37439566.17,2022-01-01,5.04,912.6984126984127,-0.24288808569190157
Kuwait,KWT,KWD,1.25,0.3029,22682.9,6946.07,2022-01-01,5.04,0.24801587301587302,-0.1811955331268636
Lebanon,LBN,LBP,70000.0,21500.0,3588.71,14021069.99,2022-01-01,5.04,13888.888888888889,-0.35400516795865633
Sri Lanka,LKA,LKR,840.0,202.41,3852.39,714974.95,2022-01-01,5.04,166.66666666666666,-0.17658877196449455
Lithuania,LTU,EUR,2.9,0.89206066,20347.62,17828.75,2022-01-01,5.04,0.5753968253968254,-0.354980158639856
Latvia,LVA,EUR,2.85,0.89206066,18106.33,15864.91,2022-01-01,5.04,0.5654761904761905,-0.3661011903874446
Moldova,MDA,MDL,52.0,18.0,4377.54,75829.9,2022-01-01,5.04,10.317460317460318,-0.42680776014109345
Mexico,MEX,MXN,69.0,20.649,8770.02,188429.25,2022-01-01,5.04,13.69047619047619,-0.336990837789908
Malaysia,MYS,MYR,9.99,4.1855,10400.22,43717.14,2022-01-01,5.04,1.9821428571428572,-0.5264262675563596
Nicaragua,NIC,NIO,134.0,35.455,1952.18,67020.96,2022-01-01,5.04,26.58730158730159,-0.25011136405862106
Netherlands,NLD,EUR,4.4,0.89206066,52222.36,45757.64,2022-01-01,5.04,0.8730158730158731,-0.021349206212195052
Norway,NOR,NOK,57.0,8.91605,68275.28,642868.63,2022-01-01,5.04,11.30952380952381,0.26844553468450827
New Zealand,NZL,NZD,7.0,1.52264941,41307.21,63547.46,2022-01-01,5.04,1.3888888888888888,-0.08784722223818499
Oman,OMN,OMR,1.15,0.385,17076.32,6565.85,2022-01-01,5.04,0.22817460317460317,-0.4073386930529788
Pakistan,PAK,PKR,590.0,176.52,1376.51,217835.45,2022-01-01,5.04,117.06349206349206,-0.336825900388103
Peru,PER,PEN,12.9,3.83735,6150.9,21500.72,2022-01-01,5.04,2.5595238095238098,-0.3329970397477921
Philippines,PHL,PHP,142.0,50.975,3325.84,165041.6,2022-01-01,5.04,28.174603174603174,-0.44728586219513145
Poland,POL,PLN,14.08,4.094,15792.61,61585.52,2022-01-01,5.04,2.7936507936507935,-0.317623157388668
Portugal,PRT,EUR,3.45,0.89206066,22224.56,19473.33,2022-01-01,5.04,0.6845238095238095,-0.2326488094163803
Qatar,QAT,QAR,13.0,3.641,50962.5,185503.5,2022-01-01,5.04,2.5793650793650795,-0.291577841426784
Romania,ROU,RON,10.6,4.4119,13021.96,55191.14,2022-01-01,5.04,2.1031746031746033,-0.5232950422324615
Russia,RUS,RUB,135.0,77.4175,10180.66,736521.61,2022-01-01,5.04,26.785714285714285,-0.6540095677887521
Saudi Arabia,SAU,SAR,15.0,3.7519,23271.41,87267.8,2022-01-01,5.04,2.9761904761904763,-0.20675111911552113
Singapore,SGP,SGD,5.9,1.35215,61274.01,84542.3,2022-01-01,5.04,1.1706349206349207,-0.13424182181346692
Slovakia,SVK,EUR,3.8,0.89206066,19539.38,17120.55,2022-01-01,5.04,0.753968253968254,-0.15480158718325948
Slovenia,SVN,EUR,2.8,0.89206066,25617.87,22446.57,2022-01-01,5.04,0.5555555555555555,-0.37722222213503337
Sweden,SWE,SEK,54.0,9.3341,52706.29,485441.26,2022-01-01,5.04,10.714285714285714,0.14786489477139889
Thailand,THA,THB,128.0,33.295,7169.88,224371.79,2022-01-01,5.04,25.396825396825395,-0.23721803883990406
Turkey,TUR,TRY,24.99,13.4155,8612.9,60379.46,2022-01-01,5.04,4.958333333333333,-0.6304026437081485
Taiwan,TWN,TWD,75.0,27.814,28571.44,845236.05,2022-01-01,5.04,14.880952380952381,-0.4649833759634579
Ukraine,UKR,UAH,69.0,28.3673,3780.08,101935.26,2022-01-01,5.04,13.69047619047619,-0.5173852925559997
Uruguay,URY,UYU,239.0,44.0355,15198.37,638567.01,2022-01-01,5.04,47.42063492063492,0.07687286213702396
United States,USA,USD,5.04,1.0,63577.34,63577.34,2022-01-01,5.04,1.0,0.0
Venezuela,VEN,VES,23.0,4.5435,1566.6,512.442,2022-01-01,5.04,4.563492063492063,0.004400146031047297
Vietnam,VNM,VND,69000.0,22650.0,3548.89,82436597.15,2022-01-01,5.04,13690.47619047619,-0.39556396510038894
South Africa,ZAF,ZAR,39.9,15.47,5672.28,93387.91,2022-01-01,5.04,7.916666666666666,-0.4882568411980177
United Arab Emirates,ARE,AED,18.0,3.67305,37648.96,138265.82,2022-07-01,5.15,3.495145631067961,-0.04843505232219517
Argentina,ARG,ARS,590.0,129.115,8571.94,605476.78,2022-07-01,5.15,114.5631067961165,-0.11270490031277162
Australia,AUS,AUD,6.7,1.44843568945539,53094.49,76901.46,2022-07-01,5.15,1.3009708737864076,-0.10180970873786532
Austria,AUT,EUR,4.35,0.975849999999997,48857.08,42808.95,2022-07-01,5.15,0.8446601941747571,-0.13443644599604476
Azerbaijan,AZE,AZN,4.7,1.69825,4240.84,7209.44,2022-07-01,5.15,0.9126213592233009,-0.4626107114834089
Belgium,BEL,EUR,4.6,0.975849999999997,45545.23,39907.09,2022-07-01,5.15,0.8932038834951455,-0.08469141415673699
Bahrain,BHR,BHD,1.6,0.377,23516.92,8842.36,2022-07-01,5.15,0.3106796116504854,-0.17591614946820847
Brazil,BRA,BRL,22.9,5.39175,7344.53,37862.76,2022-07-01,5.15,4.446601941747573,-0.17529523035237676
Canada,CAN,CAD,5.88,1.28915,43383.71,58184.18,2022-07-01,5.15,1.141747572815534,-0.11434078825929182
Switzerland,CHE,CHF,6.5,0.96845,86109.53,80853.84,2022-07-01,5.15,1.262135922330097,0.3032535725438556
Chile,CHL,CLP,3400.0,928.435,13067.74,10351818.58,2022-07-01,5.15,660.1941747572815,-0.2889171834783463
China,CHN,CNY,24.0,6.74735,10525.0,72630.4,2022-07-01,5.15,4.660194174757281,-0.3093297109595202
Colombia,COL,COP,14950.0,4295.1,5363.07,19807285.83,2022-07-01,5.15,2902.912621359223,-0.32413386851080933
Costa Rica,CRI,CRC,2650.0,678.105,12163.93,7116292.86,2022-07-01,5.15,514.5631067961165,-0.24117488177182522
Czech Republic,CZE,CZK,95.0,23.92,22984.46,533475.05,2022-07-01,5.15,18.44660194174757,-0.22882098905737588
Germany,DEU,EUR,4.58,0.975849999999997,46711.98,40929.4,2022-07-01,5.15,0.8893203883495145,-0.08867101670388146
Egypt,EGY,EGP,46.0,18.945,3802.44,61159.05,2022-07-01,5.15,8.932038834951456,-0.5285279052546078
Spain,ESP,EUR,4.58,0.975849999999997,26968.37,23629.9,2022-07-01,5.15,0.8893203883495145,-0.08867101670388146
Estonia,EST,EUR,3.4,0.975849999999997,23546.32,20631.47,2022-07-01,5.15,0.6601941747572815,-0.32346756698541423
Euro area,EUZ,EUR,4.65,0.975849999999997,38556.6545248287,33783.6271303608,2022-07-01,5.15,0.9029126213592233,-0.07474240778887521
Finland,FIN,EUR,5.25,0.975849999999997,49168.16,43081.52,2022-07-01,5.15,1.0194174757281553,0.04464566862546341
France,FRA,EUR,4.7,0.975849999999997,40529.09,35511.91,2022-07-01,5.15,0.9126213592233009,-0.06479340142101378
Britain,GBR,GBP,3.69,0.831079999999998,40347.36,31448.46,2022-07-01,5.15,0.716504854368932,-0.1378629561908196
Greece,GRC,EUR,4.0,0.975849999999997,17611.95,15431.73,2022-07-01,5.15,0.7766990291262136,-0.2040794905710755
Guatemala,GTM,GTQ,26.0,7.7279,4337.78,33495.42,2022-07-01,5.15,5.048543689320388,-0.34671208357763583
Hong Kong,HKG,HKD,21.0,7.84995,46446.06,360293.67,2022-07-01,5.15,4.077669902912621,-0.48054829611492794
Honduras,HND,HNL,89.0,24.615,2380.03,58915.11,2022-07-01,5.15,17.28155339805825,-0.2979259232964351
Croatia,HRV,HRK,27.0,7.32845,14231.06,12469.37,2022-07-01,5.15,5.242718446601941,-0.28460746179588575
Hungary,HUN,HUF,1030.0,389.04615,16093.63,4956783.06,2022-07-01,5.15,200.0,-0.4859221714441847
Indonesia,IDN,IDR,35000.0,14977.5,3932.33,57154438.66,2022-07-01,5.15,6796.116504854368,-0.5462449337436576
India,IND,INR,191.0,79.9513,1913.22,142008.83,2022-07-01,5.15,37.0873786407767,-0.5361253833173858
Ireland,IRL,EUR,5.0,0.975849999999997,85786.69,75166.96,2022-07-01,5.15,0.9708737864077669,-0.005099363213844465
Israel,ISR,ILS,17.0,3.43745,44320.72,152569.92,2022-07-01,5.15,3.3009708737864076,-0.039703596041714785
Italy,ITA,EUR,5.1,0.975849999999997,31784.81,27850.09,2022-07-01,5.15,0.9902912621359222,0.01479864952187864
Jordan,JOR,JOD,2.3,0.71015,4277.26,3032.57,2022-07-01,5.15,0.44660194174757273,-0.37111604344494437
Japan,JPN,JPY,390.0,137.865,40132.96,4285180.43,2022-07-01,5.15,75.72815533980582,-0.4507079001936255
South Korea,KOR,KRW,4600.0,1313.45,31728.31,37439566.17,2022-07-01,5.15,893.2038834951455,-0.3199559301875629
Kuwait,KWT,KWD,1.3,0.3074,22682.9,6946.07,2022-07-01,5.15,0.2524271844660194,-0.17883154044886335
Lebanon,LBN,LBP,130000.0,25600.0,3588.71,14021069.99,2022-07-01,5.15,25242.71844660194,-0.01395631067961176
Sri Lanka,LKA,LKR,1340.0,360.0,3852.39,714974.95,2022-07-01,5.15,260.19417475728153,-0.27723840345199574
Lithuania,LTU,EUR,3.05,0.975849999999997,20347.62,17828.75,2022-07-01,5.15,0.5922330097087378,-0.3931106115604451
Latvia,LVA,EUR,3.0,0.975849999999997,18106.33,15864.91,2022-07-01,5.15,0.5825242718446602,-0.40305961792830663
Moldova,MDA,MDL,60.0,19.298,4377.54,75829.9,2022-07-01,5.15,11.650485436893202,-0.39628534371990864
Mexico,MEX,MXN,70.0,20.4125,8770.02,188429.25,2022-07-01,5.15,13.592233009708737,-0.33412208158193574
Malaysia,MYS,MYR,10.9,4.45,10400.22,43717.14,2022-07-01,5.15,2.116504854368932,-0.5243809316024872
Nicaragua,NIC,NIO,139.0,35.89,1952.18,67020.96,2022-07-01,5.15,26.99029126213592,-0.2479718232896094
Netherlands,NLD,EUR,4.5,0.975849999999997,52222.36,45757.64,2022-07-01,5.15,0.8737864077669902,-0.10458942689245998
Norway,NOR,NOK,62.0,9.89765,68275.28,642868.63,2022-07-01,5.15,12.03883495145631,0.2163326599199113
New Zealand,NZL,NZD,7.1,1.60372063186593,41307.21,63547.46,2022-07-01,5.15,1.378640776699029,-0.1403485436893211
Oman,OMN,OMR,1.42,0.385,17076.32,6565.85,2022-07-01,5.15,0.27572815533980577,-0.28382297314336163
Pakistan,PAK,PKR,700.0,221.75,1376.51,217835.45,2022-07-01,5.15,135.92233009708738,-0.38704698941561494
Peru,PER,PEN,13.9,3.89285,6150.9,21500.72,2022-07-01,5.15,2.699029126213592,-0.3066701449545727
Philippines,PHL,PHP,155.0,56.265,3325.84,165041.6,2022-07-01,5.15,30.097087378640776,-0.4650833132739576
Poland,POL,PLN,16.68,4.64845,15792.61,61585.52,2022-07-01,5.15,3.2388349514563104,-0.3032441025597113
Portugal,PRT,EUR,4.0,0.975849999999997,22224.56,19473.33,2022-07-01,5.15,0.7766990291262136,-0.2040794905710755
Qatar,QAT,QAR,13.0,3.64175,50962.5,185503.5,2022-07-01,5.15,2.524271844660194,-0.30685196824049044
Romania,ROU,RON,11.0,4.82175,13021.96,55191.14,2022-07-01,5.15,2.1359223300970873,-0.5570234188630503
Saudi Arabia,SAU,SAR,17.0,3.755,23271.41,87267.8,2022-07-01,5.15,3.3009708737864076,-0.12091321603557717
Singapore,SGP,SGD,5.9,1.3914,61274.01,84542.3,2022-07-01,5.15,1.145631067961165,-0.17663427629641726
Slovakia,SVK,EUR,3.9,0.975849999999997,19539.38,17120.55,2022-07-01,5.15,0.7572815533980581,-0.22397750330679872
Slovenia,SVN,EUR,3.2,0.975849999999997,25617.87,22446.57,2022-07-01,5.15,0.6213592233009708,-0.36326359245686046
Sweden,SWE,SEK,57.0,10.19785,52706.29,485441.26,2022-07-01,5.15,11.067961165048542,0.08532300093142589
Thailand,THA,THB,128.0,36.6125,7169.88,224371.79,2022-07-01,5.15,24.854368932038835,-0.3211507290668805
Turkey,TUR,TRY,47.0,17.565,8612.9,60379.46,2022-07-01,5.15,9.12621359223301,-0.4804319047974376
Taiwan,TWN,TWD,75.0,29.9075,28571.44,845236.05,2022-07-01,5.15,14.563106796116504,-0.513061713746836
Uruguay,URY,UYU,255.0,41.91,15198.37,638567.01,2022-07-01,5.15,49.51456310679611,0.18144984745397552
United States,USA,USD,5.15,1.0,63577.34,63577.34,2022-07-01,5.15,1.0,0.0
Venezuela,VEN,VES,10.0,5.6732,1566.6,512.442,2022-07-01,5.15,1.9417475728155338,-0.6577332770190485
Vietnam,VNM,VND,69000.0,23417.0,3548.89,82436597.15,2022-07-01,5.15,13398.058252427183,-0.4278490732191492
South Africa,ZAF,ZAR,39.9,17.03625,5672.28,93387.91,2022-07-01,5.15,7.74757281553398,-0.5452301524376562
United Arab Emirates,ARE,AED,18.0,3.673,43438.52,159527.98,2023-01-01,5.36,3.3582089552238803,-0.08570406882007071
Argentina,ARG,ARS,980.0,184.69875,10631.67,1010999.69,2023-01-01,5.36,182.83582089552237,-0.010086311382603377
Australia,AUS,AUD,7.25,1.41854032200865,63841.72,84920.83,2023-01-01,5.36,1.3526119402985073,-0.04647621268656527
Austria,AUT,EUR,4.48,0.9195,53528.71,45228.14,2023-01-01,5.36,0.8358208955223881,-0.09100500758848487
Azerbaijan,AZE,AZN,4.9,1.7025,5418.01,9210.62,2023-01-01,5.36,0.914179104477612,-0.4630372367238696
