name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date,us_local_price,big_mac_ex,over_under_value
Thailand,THA,THB,89.0,31.275,5492.12,167464.12,2013-07-01,4.18,21.291866028708135,-0.3192049231428254
Turkey,TUR,TRY,8.5,1.95745,11221.4,18801.56,2013-07-01,4.18,2.0334928229665072,0.03884790056783434
Taiwan,TWN,TWD,79.0,30.0285,20838.59,614090.64,2013-07-01,4.18,18.89952153110048,-0.3706138657908161
Ukraine,UKR,UAH,19.0,8.155,3587.41,28600.59,2013-07-01,4.18,4.545454545454546,-0.4426174683685412
Uruguay,URY,UYU,105.0,21.085,15341.31,296143.5,2013-07-01,4.18,25.119617224880386,0.19135011737635216
United States,USA,USD,4.18,1.0,50008.11,50008.11,2013-07-01,4.18,1.0,0.0
Venezuela,VEN,VEF,45.0,6.2921,10934.28,,2013-07-01,4.18,10.76555023923445,0.7109629915663214
South Africa,ZAF,ZAR,22.5,10.04725,8799.48,63823.34,2013-07-01,4.18,5.382775119617225,-0.4642538884155142
UAE,ARE,AED,12.0,3.673,45108.03,165659.23,2014-01-01,4.24,2.830188679245283,-0.22946129070370738
Argentina,ARG,ARS,21.0,6.92125,13889.79,63208.89,2014-01-01,4.24,4.952830188679245,-0.28440235670157193
Australia,AUS,AUD,5.05,1.128859288,68449.59,66083.81,2014-01-01,4.24,1.1910377358490565,0.05508077801195057
Austria,AUT,EUR,3.39,0.737218475,48616.9,37816.44,2014-01-01,4.24,0.7995283018867925,0.08452016464561937
Belgium,BEL,EUR,3.95,0.737218475,44824.16,34866.28,2014-01-01,4.24,0.9316037735849056,0.2636739381564001
Brazil,BRA,BRL,12.4,2.36305,12782.84,24977.68,2014-01-01,4.24,2.9245283018867925,0.23760745726361804
Canada,CAN,CAD,5.54,1.1051,52744.0,52710.5,2014-01-01,4.24,1.3066037735849056,0.1823398548411055
Switzerland,CHE,CHF,6.5,0.91005,86283.22,80906.44,2014-01-01,4.24,1.5330188679245282,0.6845435612598518
Chile,CHL,CLP,2000.0,541.95,15316.01,7451111.36,2014-01-01,4.24,471.6981132075471,-0.12962798559360258
China,CHN,CNY,16.6,6.0513,6282.71,39658.03,2014-01-01,4.24,3.915094339622642,-0.35301599001493206
Colombia,COL,COP,8600.0,1982.795,8237.31,14810771.83,2014-01-01,4.24,2028.3018867924527,0.02295087832703463
Costa Rica,CRI,CRC,2150.0,501.92,10107.45,5083072.74,2014-01-01,4.24,507.0754716981132,0.010271500833027495
Czech Republic,CZE,CZK,70.45,20.2838,19880.9,389218.35,2014-01-01,4.24,16.61556603773585,-0.1808455004616566
Germany,DEU,EUR,3.67,0.737218475,43883.39,34134.5,2014-01-01,4.24,0.865566037735849,0.1740970514010096
Denmark,DNK,DKK,28.5,5.5014,58623.41,339574.69,2014-01-01,4.24,6.721698113207546,0.22181592198486677
Egypt,EGY,EGP,16.93,6.961,3569.48,21443.64,2014-01-01,4.24,3.9929245283018866,-0.42638636283552844
Spain,ESP,EUR,3.65,0.737218475,28344.91,22047.97,2014-01-01,4.24,0.8608490566037735,0.1676987023470532
Estonia,EST,EUR,2.8,0.737218475,17414.24,13545.59,2014-01-01,4.24,0.660377358490566,-0.10423113244609616
Euro area,EUZ,EUR,3.657962724,0.737218475,38210.790673931,29722.0623581354,2014-01-01,4.24,0.8627270575471697,0.17024611672566897
Finland,FIN,EUR,4.1,0.737218475,47850.56,37220.34,2014-01-01,4.24,0.9669811320754715,0.3116615560610733
France,FRA,EUR,3.8,0.737218475,42372.07,32958.93,2014-01-01,4.24,0.8962264150943395,0.21568632025172657
Britain,GBR,GBP,2.79,0.603009015,42489.95,26893.35,2014-01-01,4.24,0.6580188679245282,0.09122558959508789
Greece,GRC,EUR,3.05,0.737218475,21845.05,16992.07,2014-01-01,4.24,0.7193396226415093,-0.02425176927164059
Hong Kong,HKG,HKD,18.0,7.75785,36623.75,284069.03,2014-01-01,4.24,4.245283018867925,-0.45277583107846575
Hungary,HUN,HUF,860.0,223.09705,12969.62,2919515.81,2014-01-01,4.24,202.83018867924528,-0.09084325104592246
Indonesia,IDN,IDR,27939.0,12140.0,3744.53,35105215.36,2014-01-01,4.24,6589.3867924528295,-0.45721690342233695
India,IND,INR,95.0,61.845,1434.02,78023.62,2014-01-01,4.24,22.40566037735849,-0.6377126626670145
Ireland,IRL,EUR,3.46,0.737218475,48918.73,38051.22,2014-01-01,4.24,0.8160377358490566,0.10691438633446693
Israel,ISR,ILS,17.5,3.4882,32928.74,126970.63,2014-01-01,4.24,4.127358490566038,0.18323447352962494
Italy,ITA,EUR,3.85,0.737218475,34743.75,27025.27,2014-01-01,4.24,0.9080188679245282,0.23168219288661776
Japan,JPN,JPY,310.0,104.245,49175.04,3923698.42,2014-01-01,4.24,73.11320754716981,-0.2986406297935651
South Korea,KOR,KRW,3700.0,1067.3,25459.17,28687560.1,2014-01-01,4.24,872.6415094339623,-0.18238404437931013
Sri Lanka,LKA,LKR,350.0,130.8,3446.36,440112.66,2014-01-01,4.24,82.54716981132076,-0.36890542957705846
Lithuania,LTU,EUR,8.8,2.5454,14376.0,11182.31,2014-01-01,4.24,2.0754716981132075,-0.18461864614080004
Mexico,MEX,MXN,37.0,13.33275,10733.34,141352.28,2014-01-01,4.24,8.726415094339622,-0.3454902331222275
Malaysia,MYS,MYR,7.4,3.3235,10806.82,33380.18,2014-01-01,4.24,1.7452830188679245,-0.47486594888884476
Netherlands,NLD,EUR,3.45,0.737218475,50175.56,39028.84,2014-01-01,4.24,0.8136792452830188,0.10371521180748866
Norway,NOR,NOK,48.0,6.15745,101779.19,592100.41,2014-01-01,4.24,11.320754716981131,0.8385459430415402
New Zealand,NZL,NZD,5.5,1.203007519,39684.53,48958.44,2014-01-01,4.24,1.2971698113207546,0.07827240547841877
Pakistan,PAK,PKR,320.0,105.415,1351.57,120755.72,2014-01-01,4.24,75.47169811320754,-0.2840516234576907
Peru,PER,PEN,10.0,2.8065,6406.71,16897.44,2014-01-01,4.24,2.3584905660377355,-0.15963279314529294
Philippines,PHL,PHP,135.0,45.23,2721.25,114915.21,2014-01-01,4.24,31.839622641509433,-0.2960507928032404
Poland,POL,PLN,9.2,3.0684,13010.54,42369.37,2014-01-01,4.24,2.1698113207547167,-0.2928525222413255
Portugal,PRT,EUR,3.0,0.737218475,20576.83,16005.59,2014-01-01,4.24,0.7075471698113207,-0.040247641906531614
Russia,RUS,RUB,89.0,33.93925,15287.97,475094.7,2014-01-01,4.24,20.99056603773585,-0.38152534196436727
Saudi Arabia,SAU,SAR,11.0,3.7504,28348.57,106307.15,2014-01-01,4.24,2.594339622641509,-0.30824988730761804
Singapore,SGP,SGD,4.6,1.27885,55547.55,69416.45,2014-01-01,4.24,1.0849056603773584,-0.1516552681101315
Sweden,SWE,SEK,40.7,6.47315,57816.02,391704.47,2014-01-01,4.24,9.599056603773585,0.48290347107259746
Thailand,THA,THB,96.0,32.875,5860.58,182165.04,2014-01-01,4.24,22.641509433962263,-0.31128488413803
Turkey,TUR,TRY,8.5,2.26155,11637.92,20911.57,2014-01-01,4.24,2.0047169811320753,-0.11356504117438254
Taiwan,TWN,TWD,79.0,30.161,21256.36,629519.52,2014-01-01,4.24,18.632075471698112,-0.38224609689008615
Ukraine,UKR,UAH,19.0,8.379,3874.15,30958.46,2014-01-01,4.24,4.481132075471698,-0.4651948829846404
Uruguay,URY,UYU,105.0,21.38,16325.41,331517.37,2014-01-01,4.24,24.764150943396224,0.1582858252290096
United States,USA,USD,4.24,1.0,51736.74,51736.74,2014-01-01,4.24,1.0,0.0
Venezuela,VEN,VEF,45.0,6.2921,12688.11,,2014-01-01,4.24,10.61320754716981,0.686751251119628
South Africa,ZAF,ZAR,23.5,10.87765,8207.06,67379.28,2014-01-01,4.24,5.542452830188679,-0.4904733255630877
UAE,ARE,AED,13.0,3.67305,45108.03,165659.23,2014-07-01,4.29,3.0303030303030303,-0.17498998644096042
Argentina,ARG,ARS,21.0,8.16875,13889.79,63208.89,2014-07-01,4.29,4.895104895104895,-0.40075226991829893
Australia,AUS,AUD,5.1,1.059378145,68449.59,66083.81,2014-07-01,4.29,1.1888111888111887,0.12217832170890104
Austria,AUT,EUR,3.39,0.742748914,48616.9,37816.44,2014-07-01,4.29,0.7902097902097902,0.06389895066179824
Belgium,BEL,EUR,3.7,0.742748914,44824.16,34866.28,2014-07-01,4.29,0.8624708624708625,0.16118764526508952
Brazil,BRA,BRL,13.0,2.22025,12782.84,24977.68,2014-07-01,4.29,3.0303030303030303,0.3648476659398852
Canada,CAN,CAD,5.64,1.07405,52744.0,52710.5,2014-07-01,4.29,1.3146853146853146,0.22404479743523545
Switzerland,CHE,CHF,6.16,0.9024,86283.22,80906.44,2014-07-01,4.29,1.435897435897436,0.5911983997090381
Chile,CHL,CLP,2100.0,564.14,15316.01,7451111.36,2014-07-01,4.29,489.5104895104895,-0.13228898941665276
China,CHN,CNY,16.9,6.1983,6282.71,39658.03,2014-07-01,4.29,3.939393939393939,-0.3644396141855123
Colombia,COL,COP,8600.0,1847.65,8237.31,14810771.83,2014-07-01,4.29,2004.6620046620046,0.08497930055043137
Costa Rica,CRI,CRC,2150.0,537.3,10107.45,5083072.74,2014-07-01,4.29,501.16550116550115,-0.0672519985752816
Czech Republic,CZE,CZK,70.45,20.3877,19880.9,389218.35,2014-07-01,4.29,16.42191142191142,-0.1945186842109987
Germany,DEU,EUR,3.67,0.742748914,43883.39,34134.5,2014-07-01,4.29,0.8554778554778555,0.15177261030348072
Denmark,DNK,DKK,28.5,5.5388,58623.41,339574.69,2014-07-01,4.29,6.643356643356643,0.19942165150513524
Egypt,EGY,EGP,16.93,7.15005,3569.48,21443.64,2014-07-01,4.29,3.946386946386946,-0.44806162944497646
Spain,ESP,EUR,3.65,0.742748914,28344.91,22047.97,2014-07-01,4.29,0.8508158508158508,0.14549592032907474
Estonia,EST,EUR,2.9,0.742748914,17414.24,13545.59,2014-07-01,4.29,0.675990675990676,-0.08987995371114607
Euro area,EUZ,EUR,3.67923829,0.742748914,38210.790673931,29722.0623581354,2014-07-01,4.29,0.857631303030303,0.15467190441466336
Finland,FIN,EUR,4.1,0.742748914,47850.56,37220.34,2014-07-01,4.29,0.9557109557109557,0.28672144475320727
France,FRA,EUR,3.9,0.742748914,42372.07,32958.93,2014-07-01,4.29,0.9090909090909091,0.22395454500914838
Britain,GBR,GBP,2.89,0.586785589,42489.95,26893.35,2014-07-01,4.29,0.6736596736596737,0.14805081496245423
Greece,GRC,EUR,3.05,0.742748914,21845.05,16992.07,2014-07-01,4.29,0.7109557109557109,-0.042804778903102
Hong Kong,HKG,HKD,18.8,7.75045,36623.75,284069.03,2014-07-01,4.29,4.382284382284382,-0.43457678169856173
Hungary,HUN,HUF,860.0,228.30615,12969.62,2919515.81,2014-07-01,4.29,200.46620046620046,-0.12194130352511108
Indonesia,IDN,IDR,27939.0,11505.0,3744.53,35105215.36,2014-07-01,4.29,6512.5874125874125,-0.43393416665906887
India,IND,INR,105.0,60.08875,1434.02,78023.62,2014-07-01,4.29,24.475524475524477,-0.5926770905448279
Ireland,IRL,EUR,3.49,0.742748914,48918.73,38051.22,2014-07-01,4.29,0.8135198135198136,0.09528240053382782
Israel,ISR,ILS,17.5,3.4138,32928.74,126970.63,2014-07-01,4.29,4.0792540792540795,0.19493059911362096
Italy,ITA,EUR,3.85,0.742748914,34743.75,27025.27,2014-07-01,4.29,0.8974358974358975,0.20826282007313374
Japan,JPN,JPY,370.0,101.53,49175.04,3923698.42,2014-07-01,4.29,86.24708624708624,-0.15052608837696993
South Korea,KOR,KRW,4100.0,1023.75,25459.17,28687560.1,2014-07-01,4.29,955.7109557109557,-0.06646060492214344
Sri Lanka,LKA,LKR,350.0,130.255,3446.36,440112.66,2014-07-01,4.29,81.58508158508158,-0.3736510568877848
Lithuania,LTU,EUR,8.95,2.56455,14376.0,11182.31,2014-07-01,4.29,2.086247086247086,-0.18650559113798287
Mexico,MEX,MXN,42.0,12.93255,10733.34,141352.28,2014-07-01,4.29,9.79020979020979,-0.24297916573221914
Malaysia,MYS,MYR,7.63,3.1675,10806.82,33380.18,2014-07-01,4.29,1.7785547785547786,-0.43849888601269815
Netherlands,NLD,EUR,3.45,0.742748914,50175.56,39028.84,2014-07-01,4.29,0.8041958041958043,0.08272902058501602
Norway,NOR,NOK,48.0,6.1873,101779.19,592100.41,2014-07-01,4.29,11.188811188811188,0.8083511691385886
New Zealand,NZL,NZD,5.7,1.152737752,39684.53,48958.44,2014-07-01,4.29,1.3286713286713288,0.15262237778374488
Pakistan,PAK,PKR,300.0,98.68,1351.57,120755.72,2014-07-01,4.29,69.93006993006993,-0.29134505543098976
Peru,PER,PEN,10.0,2.788,6406.71,16897.44,2014-07-01,4.29,2.331002331002331,-0.16391595014263585
Philippines,PHL,PHP,160.0,43.205,2721.25,114915.21,2014-07-01,4.29,37.2960372960373,-0.1367657147080824
Poland,POL,PLN,9.2,3.0714,13010.54,42369.37,2014-07-01,4.29,2.1445221445221443,-0.30177699273225755
Portugal,PRT,EUR,3.0,0.742748914,20576.83,16005.59,2014-07-01,4.29,0.6993006993006993,-0.05849650383911664
Russia,RUS,RUB,89.0,34.83725,15287.97,475094.7,2014-07-01,4.29,20.745920745920746,-0.40449028709439616
Saudi Arabia,SAU,SAR,11.0,3.75035,28348.57,106307.15,2014-07-01,4.29,2.564102564102564,-0.3163031279473746
Singapore,SGP,SGD,4.7,1.238,55547.55,69416.45,2014-07-01,4.29,1.0955710955710956,-0.11504758031413928
Sweden,SWE,SEK,40.7,6.836,57816.02,391704.47,2014-07-01,4.29,9.487179487179487,0.3878261391426985
Thailand,THA,THB,99.0,31.78,5860.58,182165.04,2014-07-01,4.29,23.076923076923077,-0.27385389940456023
Turkey,TUR,TRY,9.25,2.09125,11637.92,20911.57,2014-07-01,4.29,2.156177156177156,0.031047056151658602
Taiwan,TWN,TWD,79.0,29.982,21256.36,629519.52,2014-07-01,4.29,18.414918414918414,-0.38580086668939984
Ukraine,UKR,UAH,19.0,11.685,3874.15,30958.46,2014-07-01,4.29,4.428904428904429,-0.6209752307313283
Uruguay,URY,UYU,113.0,22.97,16325.41,331517.37,2014-07-01,4.29,26.34032634032634,0.14672731128978406
United States,USA,USD,4.29,1.0,51736.74,51736.74,2014-07-01,4.29,1.0,0.0
Venezuela,VEN,VEF,75.0,11.0,12688.11,,2014-07-01,4.29,17.482517482517483,0.5893197711379531
Vietnam,VNM,VND,60000.0,21230.0,2197.62,45870897.38,2014-07-01,4.29,13986.013986013986,-0.34121460263711795
South Africa,ZAF,ZAR,24.5,10.5145,8207.06,67379.28,2014-07-01,4.29,5.7109557109557105,-0.4568495210465823
UAE,ARE,AED,13.0,3.67305,46207.45,169696.85,2015-01-01,4.29,3.0303030303030303,-0.17498998644096042
Argentina,ARG,ARS,28.0,8.61,14488.83,79338.29,2015-01-01,4.29,6.526806526806527,-0.24195046146265653
Australia,AUS,AUD,5.3,1.227219734,65200.82,67326.55,2015-01-01,4.29,1.2354312354312353,0.006691141939570042
Austria,AUT,EUR,3.39,0.863073404,50747.38,38209.44,2015-01-01,4.29,0.7902097902097902,-0.084423426156473
Belgium,BEL,EUR,3.7,0.863073404,46848.61,35273.92,2015-01-01,4.29,0.8624708624708625,-0.0006981347430531223
Brazil,BRA,BRL,13.5,2.59275,12752.26,27507.25,2015-01-01,4.29,3.1468531468531467,0.2137125240972506
Canada,CAN,CAD,5.7,1.22855,52708.61,54297.11,2015-01-01,4.29,1.3286713286713288,0.0814955261660728
Switzerland,CHE,CHF,6.5,0.86165,87878.54,81454.93,2015-01-01,4.29,1.5151515151515151,0.7584303547281553
Chile,CHL,CLP,2100.0,627.485,15740.39,7796386.33,2015-01-01,4.29,489.5104895104895,-0.21988495420529658
China,CHN,CNY,17.2,6.2115,7039.57,43616.03,2015-01-01,4.29,4.0093240093240095,-0.3545320760969155
Colombia,COL,COP,7900.0,2364.98,8409.69,15716824.29,2015-01-01,4.29,1841.4918414918416,-0.2213499304468361
Costa Rica,CRI,CRC,2150.0,536.09,10764.53,5379816.07,2015-01-01,4.29,501.16550116550115,-0.06514670826633377
Czech Republic,CZE,CZK,70.45,24.13325,20129.62,393948.44,2015-01-01,4.29,16.42191142191142,-0.3195317074197872
Germany,DEU,EUR,3.67,0.863073404,46299.23,34860.27,2015-01-01,4.29,0.8554778554778555,-0.008800582299190512
Denmark,DNK,DKK,34.5,6.4174,61325.58,344423.55,2015-01-01,4.29,8.041958041958042,0.2531489453607445
Egypt,EGY,EGP,16.93,7.35005,3583.85,23150.12,2015-01-01,4.29,3.946386946386946,-0.46308025844899753
Spain,ESP,EUR,3.65,0.863073404,29094.34,21906.12,2015-01-01,4.29,0.8508158508158508,-0.014202214003282192
Estonia,EST,EUR,2.9,0.863073404,19056.28,14348.13,2015-01-01,4.29,0.675990675990676,-0.21676340290671733
Euro area,EUZ,EUR,3.68,0.863073404,39787.2427534254,29957.1816753705,2015-01-01,4.29,0.8578088578088578,-0.006099766447144672
Finland,FIN,EUR,4.1,0.863073404,50006.02,37651.24,2015-01-01,4.29,0.9557109557109557,0.10733449933877892
France,FRA,EUR,3.9,0.863073404,44144.64,33238.01,2015-01-01,4.29,0.9090909090909091,0.0533181822978629
Britain,GBR,GBP,2.89,0.661594443,43492.46,27802.33,2015-01-01,4.29,0.6736596736596737,0.018236596131255122
Greece,GRC,EUR,3.05,0.863073404,21712.02,16347.72,2015-01-01,4.29,0.7109557109557109,-0.17625116512603037
Hong Kong,HKG,HKD,18.8,7.75135,38233.35,296537.88,2015-01-01,4.29,4.382284382284382,-0.4346424323138057
Hungary,HUN,HUF,860.0,271.39345,13693.04,3063064.18,2015-01-01,4.29,200.46620046620046,-0.26134473596838653
Indonesia,IDN,IDR,27939.0,12480.0,3684.0,38365914.7,2015-01-01,4.29,6512.5874125874125,-0.47815805988882915
India,IND,INR,116.25,61.615,1438.06,87005.2,2015-01-01,4.29,27.097902097902097,-0.5602060845913803
Ireland,IRL,EUR,3.49,0.863073404,51422.86,38718.03,2015-01-01,4.29,0.8135198135198136,-0.05741526763601485
Israel,ISR,ILS,17.5,3.93415,36589.29,132115.07,2015-01-01,4.29,4.0792540792540795,0.03688320965242293
Italy,ITA,EUR,3.85,0.863073404,35534.99,26755.51,2015-01-01,4.29,0.8974358974358975,0.039814103037633955
Japan,JPN,JPY,370.0,117.765,40934.76,3995054.42,2015-01-01,4.29,86.24708624708624,-0.2676339638510063
South Korea,KOR,KRW,4100.0,1083.3,27179.52,29761097.47,2015-01-01,4.29,955.7109557109557,-0.11777812636300591
Sri Lanka,LKA,LKR,350.0,131.875,3737.37,482797.67,2015-01-01,4.29,81.58508158508158,-0.38134535290933397
Mexico,MEX,MXN,49.0,14.6275,11206.35,143127.42,2015-01-01,4.29,11.421911421911421,-0.21914808259022928
Malaysia,MYS,MYR,7.63,3.6155,10851.66,34192.6,2015-01-01,4.29,1.7785547785547786,-0.5080750163034771
Netherlands,NLD,EUR,3.45,0.863073404,52276.99,39361.13,2015-01-01,4.29,0.8041958041958043,-0.06821853104419809
Norway,NOR,NOK,48.0,7.6225,103214.97,606387.97,2015-01-01,4.29,11.188811188811188,0.4678663415954331
New Zealand,NZL,NZD,5.9,1.313283866,42083.01,51287.64,2015-01-01,4.29,1.3752913752913754,0.04721561796098045
Pakistan,PAK,PKR,300.0,100.735,1370.24,132652.66,2015-01-01,4.29,69.93006993006993,-0.3058016585092576
Peru,PER,PEN,10.0,3.008,6647.41,17963.79,2015-01-01,4.29,2.331002331002331,-0.22506571442741652
Philippines,PHL,PHP,163.0,44.41,2903.19,123229.3,2015-01-01,4.29,37.995337995338,-0.14444183752897993
Poland,POL,PLN,9.2,3.7066,13550.39,42827.57,2015-01-01,4.29,2.1445221445221443,-0.42143146157606853
Portugal,PRT,EUR,3.0,0.863073404,21653.51,16303.66,2015-01-01,4.29,0.6993006993006993,-0.18975524438625932
Russia,RUS,RUB,89.0,65.227,15928.7,508019.94,2015-01-01,4.29,20.745920745920746,-0.681942742331845
Saudi Arabia,SAU,SAR,11.0,3.7569,27290.19,102338.21,2015-01-01,4.29,2.564102564102564,-0.31749512520893186
Singapore,SGP,SGD,4.7,1.33315,56967.43,71283.34,2015-01-01,4.29,1.0955710955710956,-0.1782086820154555
Sweden,SWE,SEK,40.7,8.19145,60845.01,396342.65,2015-01-01,4.29,9.487179487179487,0.15818072345915407
Thailand,THA,THB,99.0,32.605,6168.27,189526.0,2015-01-01,4.29,23.076923076923077,-0.29222747808854227
Turkey,TUR,TRY,9.25,2.33345,12488.97,23783.42,2015-01-01,4.29,2.156177156177156,-0.07597027741020546
Taiwan,TWN,TWD,79.0,31.493,21945.46,653334.63,2015-01-01,4.29,18.414918414918414,-0.41526947528281155
Ukraine,UKR,UAH,19.0,15.822,4051.42,32383.0,2015-01-01,4.29,4.428904428904429,-0.7200793560292992
Uruguay,URY,UYU,113.0,24.425,18271.53,373683.15,2015-01-01,4.29,26.34032634032634,0.07841663624672827
United States,USA,USD,4.29,1.0,53245.52,53245.52,2015-01-01,4.29,1.0,0.0
Venezuela,VEN,VEF,132.0,52.1021,8692.96,,2015-01-01,4.29,30.76923076923077,-0.4094435585277605
Vietnam,VNM,VND,60000.0,21380.0,2369.97,49840469.24,2015-01-01,4.29,13986.013986013986,-0.34583657689363956
South Africa,ZAF,ZAR,25.5,11.47875,7458.04,71973.19,2015-01-01,4.29,5.944055944055944,-0.48216870791192906
UAE,ARE,AED,13.0,3.67295,46207.45,169696.85,2015-07-01,4.29,3.0303030303030303,-0.17496752465918944
Argentina,ARG,ARS,28.0,9.135,14488.83,79338.29,2015-07-01,4.29,6.526806526806527,-0.28551652689583723
Australia,AUS,AUD,5.3,1.35126005,65200.82,67326.55,2015-07-01,4.29,1.2354312354312353,-0.08571911422140002
Austria,AUT,EUR,3.39,0.912700224,50747.38,38209.44,2015-07-01,4.29,0.7902097902097902,-0.13420664372512497
Belgium,BEL,EUR,3.7,0.912700224,46848.61,35273.92,2015-07-01,4.29,0.8624708624708625,-0.0550337999359771
Brazil,BRA,BRL,13.5,3.15235,12752.26,27507.25,2015-07-01,4.29,3.1468531468531467,-0.0017437318657044913
Canada,CAN,CAD,5.85,1.2897,52708.61,54297.11,2015-07-01,4.29,1.3636363636363635,0.05732834274355545
Switzerland,CHE,CHF,6.5,0.9528,87878.54,81454.93,2015-07-01,4.29,1.5151515151515151,0.5902093987736305
Chile,CHL,CLP,2100.0,642.45,15740.39,7796386.33,2015-07-01,4.29,489.5104895104895,-0.2380566744330462
China,CHN,CNY,17.0,6.2092,7039.57,43616.03,2015-07-01,4.29,3.9627039627039626,-0.3618012042285701
Colombia,COL,COP,7900.0,2708.9,8409.69,15716824.29,2015-07-01,4.29,1841.4918414918416,-0.32020678449118034
Costa Rica,CRI,CRC,2150.0,533.3,10764.53,5379816.07,2015-07-01,4.29,501.16550116550115,-0.060255951311642235
Czech Republic,CZE,CZK,70.0,24.70225,20129.62,393948.44,2015-07-01,4.29,16.317016317016318,-0.3394522232988364
Germany,DEU,EUR,3.59,0.912700224,46299.23,34860.27,2015-07-01,4.29,0.8368298368298368,-0.08312738966761024
Denmark,DNK,DKK,34.59,6.81105,61325.58,344423.55,2015-07-01,4.29,8.062937062937063,0.18380235983248744
Egypt,EGY,EGP,16.93,7.83005,3583.85,23150.12,2015-07-01,4.29,3.946386946386946,-0.49599466843928885
Spain,ESP,EUR,3.65,0.912700224,29094.34,21906.12,2015-07-01,4.29,0.8508158508158508,-0.06780361345035585
Estonia,EST,EUR,2.95,0.912700224,19056.28,14348.13,2015-07-01,4.29,0.6876456876456877,-0.2465810026516574
Euro area,EUZ,EUR,3.7,0.912700224,39787.2427534254,29957.1816753705,2015-07-01,4.29,0.8624708624708625,-0.0550337999359771
Finland,FIN,EUR,4.1,0.912700224,50006.02,37651.24,2015-07-01,4.29,0.9557109557109557,0.04712470817905235
France,FRA,EUR,4.1,0.912700224,44144.64,33238.01,2015-07-01,4.29,0.9557109557109557,0.04712470817905235
Britain,GBR,GBP,2.89,0.640450877,43492.46,27802.33,2015-07-01,4.29,0.6736596736596737,0.05185221513823251
Greece,GRC,EUR,3.05,0.912700224,21712.02,16347.72,2015-07-01,4.29,0.7109557109557109,-0.22104137562290013
Hong Kong,HKG,HKD,19.2,7.7508,38233.35,296537.88,2015-07-01,4.29,4.475524475524475,-0.42257257631154527
Hungary,HUN,HUF,900.0,282.8778,13693.04,3063064.18,2015-07-01,4.29,209.7902097902098,-0.25837160148230154
Indonesia,IDN,IDR,30500.0,13344.5,3684.0,38365914.7,2015-07-01,4.29,7109.5571095571095,-0.4672294121505407
India,IND,INR,116.25,63.43,1438.06,87005.2,2015-07-01,4.29,27.097902097902097,-0.5727904446176557
Ireland,IRL,EUR,3.7,0.912700224,51422.86,38718.03,2015-07-01,4.29,0.8624708624708625,-0.0550337999359771
Israel,ISR,ILS,17.5,3.77835,36589.29,132115.07,2015-07-01,4.29,4.0792540792540795,0.07963901683382411
Italy,ITA,EUR,4.0,0.912700224,35534.99,26755.51,2015-07-01,4.29,0.9324009324009324,0.021585081150294984
Japan,JPN,JPY,370.0,123.935,40934.76,3995054.42,2015-07-01,4.29,86.24708624708624,-0.3040941925437831
